source hex,source int,source,source len,source bytes,destination hex,destination int,destination,destination len,destination bytes,diff,diff bytes
04B4,1204,Ҵ,2,210 180,04B5,1205,ҵ,2,210 181,1,0 1
04B6,1206,Ҷ,2,210 182,04B7,1207,ҷ,2,210 183,1,0 1
04B8,1208,Ҹ,2,210 184,04B9,1209,ҹ,2,210 185,1,0 1
04BA,1210,Һ,2,210 186,04BB,1211,һ,2,210 187,1,0 1
04BC,1212,Ҽ,2,210 188,04BD,1213,ҽ,2,210 189,1,0 1
04BE,1214,Ҿ,2,210 190,04BF,1215,ҿ,2,210 191,1,0 1
04C0,1216,Ӏ,2,211 128,04CF,1231,ӏ,2,211 143,15,0 15
04C1,1217,Ӂ,2,211 129,04C2,1218,ӂ,2,211 130,1,0 1
04C3,1219,Ӄ,2,211 131,04C4,1220,ӄ,2,211 132,1,0 1
04C5,1221,Ӆ,2,211 133,04C6,1222,ӆ,2,211 134,1,0 1
04C7,1223,Ӈ,2,211 135,04C8,1224,ӈ,2,211 136,1,0 1
04C9,1225,Ӊ,2,211 137,04CA,1226,ӊ,2,211 138,1,0 1
04CB,1227,Ӌ,2,211 139,04CC,1228,ӌ,2,211 140,1,0 1
04CD,1229,Ӎ,2,211 141,04CE,1230,ӎ,2,211 142,1,0 1
04D0,1232,Ӑ,2,211 144,04D1,1233,ӑ,2,211 145,1,0 1
04D2,1234,Ӓ,2,211 146,04D3,1235,ӓ,2,211 147,1,0 1
04D4,1236,Ӕ,2,211 148,04D5,1237,ӕ,2,211 149,1,0 1
04D6,1238,Ӗ,2,211 150,04D7,1239,ӗ,2,211 151,1,0 1
04D8,1240,Ә,2,211 152,04D9,1241,ә,2,211 153,1,0 1
04DA,1242,Ӛ,2,211 154,04DB,1243,ӛ,2,211 155,1,0 1
04DC,1244,Ӝ,2,211 156,04DD,1245,ӝ,2,211 157,1,0 1
04DE,1246,Ӟ,2,211 158,04DF,1247,ӟ,2,211 159,1,0 1
04E0,1248,Ӡ,2,211 160,04E1,1249,ӡ,2,211 161,1,0 1
04E2,1250,Ӣ,2,211 162,04E3,1251,ӣ,2,211 163,1,0 1
04E4,1252,Ӥ,2,211 164,04E5,1253,ӥ,2,211 165,1,0 1
04E6,1254,Ӧ,2,211 166,04E7,1255,ӧ,2,211 167,1,0 1
04E8,1256,Ө,2,211 168,04E9,1257,ө,2,211 169,1,0 1
04EA,1258,Ӫ,2,211 170,04EB,1259,ӫ,2,211 171,1,0 1
04EC,1260,Ӭ,2,211 172,04ED,1261,ӭ,2,211 173,1,0 1
04EE,1262,Ӯ,2,211 174,04EF,1263,ӯ,2,211 175,1,0 1
04F0,1264,Ӱ,2,211 176,04F1,1265,ӱ,2,211 177,1,0 1
04F2,1266,Ӳ,2,211 178,04F3,1267,ӳ,2,211 179,1,0 1
04F4,1268,Ӵ,2,211 180,04F5,1269,ӵ,2,211 181,1,0 1
04F6,1270,Ӷ,2,211 182,04F7,1271,ӷ,2,211 183,1,0 1
04F8,1272,Ӹ,2,211 184,04F9,1273,ӹ,2,211 185,1,0 1
04FA,1274,Ӻ,2,211 186,04FB,1275,ӻ,2,211 187,1,0 1
04FC,1276,Ӽ,2,211 188,04FD,1277,ӽ,2,211 189,1,0 1
04FE,1278,Ӿ,2,211 190,04FF,1279,ӿ,2,211 191,1,0 1
0500,1280,Ԁ,2,212 128,0501,1281,ԁ,2,212 129,1,0 1
0502,1282,Ԃ,2,212 130,0503,1283,ԃ,2,212 131,1,0 1
0504,1284,Ԅ,2,212 132,0505,1285,ԅ,2,212 133,1,0 1
0506,1286,Ԇ,2,212 134,0507,1287,ԇ,2,212 135,1,0 1
0508,1288,Ԉ,2,212 136,0509,1289,ԉ,2,212 137,1,0 1
050A,1290,Ԋ,2,212 138,050B,1291,ԋ,2,212 139,1,0 1
050C,1292,Ԍ,2,212 140,050D,1293,ԍ,2,212 141,1,0 1
050E,1294,Ԏ,2,212 142,050F,1295,ԏ,2,212 143,1,0 1
0510,1296,Ԑ,2,212 144,0511,1297,ԑ,2,212 145,1,0 1
0512,1298,Ԓ,2,212 146,0513,1299,ԓ,2,212 147,1,0 1
0514,1300,Ԕ,2,212 148,0515,1301,ԕ,2,212 149,1,0 1
0516,1302,Ԗ,2,212 150,0517,1303,ԗ,2,212 151,1,0 1
0518,1304,Ԙ,2,212 152,0519,1305,ԙ,2,212 153,1,0 1
051A,1306,Ԛ,2,212 154,051B,1307,ԛ,2,212 155,1,0 1
051C,1308,Ԝ,2,212 156,051D,1309,ԝ,2,212 157,1,0 1
051E,1310,Ԟ,2,212 158,051F,1311,ԟ,2,212 159,1,0 1
0520,1312,Ԡ,2,212 160,0521,1313,ԡ,2,212 161,1,0 1
0522,1314,Ԣ,2,212 162,0523,1315,ԣ,2,212 163,1,0 1
0524,1316,Ԥ,2,212 164,0525,1317,ԥ,2,212 165,1,0 1
0526,1318,Ԧ,2,212 166,0527,1319,ԧ,2,212 167,1,0 1
0528,1320,Ԩ,2,212 168,0529,1321,ԩ,2,212 169,1,0 1
052A,1322,Ԫ,2,212 170,052B,1323,ԫ,2,212 171,1,0 1
052C,1324,Ԭ,2,212 172,052D,1325,ԭ,2,212 173,1,0 1
052E,1326,Ԯ,2,212 174,052F,1327,ԯ,2,212 175,1,0 1
0531,1329,Ա,2,212 177,0561,1377,ա,2,213 161,48,1 -16
0532,1330,Բ,2,212 178,0562,1378,բ,2,213 162,48,1 -16
0533,1331,Գ,2,212 179,0563,1379,գ,2,213 163,48,1 -16
0534,1332,Դ,2,212 180,0564,1380,դ,2,213 164,48,1 -16
0535,1333,Ե,2,212 181,0565,1381,ե,2,213 165,48,1 -16
0536,1334,Զ,2,212 182,0566,1382,զ,2,213 166,48,1 -16
0537,1335,Է,2,212 183,0567,1383,է,2,213 167,48,1 -16
0538,1336,Ը,2,212 184,0568,1384,ը,2,213 168,48,1 -16
0539,1337,Թ,2,212 185,0569,1385,թ,2,213 169,48,1 -16
053A,1338,Ժ,2,212 186,056A,1386,ժ,2,213 170,48,1 -16
053B,1339,Ի,2,212 187,056B,1387,ի,2,213 171,48,1 -16
053C,1340,Լ,2,212 188,056C,1388,լ,2,213 172,48,1 -16
053D,1341,Խ,2,212 189,056D,1389,խ,2,213 173,48,1 -16
053E,1342,Ծ,2,212 190,056E,1390,ծ,2,213 174,48,1 -16
053F,1343,Կ,2,212 191,056F,1391,կ,2,213 175,48,1 -16
0540,1344,Հ,2,213 128,0570,1392,հ,2,213 176,48,0 48
0541,1345,Ձ,2,213 129,0571,1393,ձ,2,213 177,48,0 48
0542,1346,Ղ,2,213 130,0572,1394,ղ,2,213 178,48,0 48
0543,1347,Ճ,2,213 131,0573,1395,ճ,2,213 179,48,0 48
0544,1348,Մ,2,213 132,0574,1396,մ,2,213 180,48,0 48
0545,1349,Յ,2,213 133,0575,1397,յ,2,213 181,48,0 48
0546,1350,Ն,2,213 134,0576,1398,ն,2,213 182,48,0 48
0547,1351,Շ,2,213 135,0577,1399,շ,2,213 183,48,0 48
0548,1352,Ո,2,213 136,0578,1400,ո,2,213 184,48,0 48
0549,1353,Չ,2,213 137,0579,1401,չ,2,213 185,48,0 48
054A,1354,Պ,2,213 138,057A,1402,պ,2,213 186,48,0 48
054B,1355,Ջ,2,213 139,057B,1403,ջ,2,213 187,48,0 48
054C,1356,Ռ,2,213 140,057C,1404,ռ,2,213 188,48,0 48
054D,1357,Ս,2,213 141,057D,1405,ս,2,213 189,48,0 48
054E,1358,Վ,2,213 142,057E,1406,վ,2,213 190,48,0 48
054F,1359,Տ,2,213 143,057F,1407,տ,2,213 191,48,0 48
0550,1360,Ր,2,213 144,0580,1408,ր,2,214 128,48,1 -16
0551,1361,Ց,2,213 145,0581,1409,ց,2,214 129,48,1 -16
0552,1362,Ւ,2,213 146,0582,1410,ւ,2,214 130,48,1 -16
0553,1363,Փ,2,213 147,0583,1411,փ,2,214 131,48,1 -16
0554,1364,Ք,2,213 148,0584,1412,ք,2,214 132,48,1 -16
0555,1365,Օ,2,213 149,0585,1413,օ,2,214 133,48,1 -16
0556,1366,Ֆ,2,213 150,0586,1414,ֆ,2,214 134,48,1 -16
10A0,4256,Ⴀ,3,225 130 160,2D00,11520,ⴀ,3,226 180 128,7264,1 50 -32
10A1,4257,Ⴁ,3,225 130 161,2D01,11521,ⴁ,3,226 180 129,7264,1 50 -32
10A2,4258,Ⴂ,3,225 130 162,2D02,11522,ⴂ,3,226 180 130,7264,1 50 -32
10A3,4259,Ⴃ,3,225 130 163,2D03,11523,ⴃ,3,226 180 131,7264,1 50 -32
10A4,4260,Ⴄ,3,225 130 164,2D04,11524,ⴄ,3,226 180 132,7264,1 50 -32
10A5,4261,Ⴅ,3,225 130 165,2D05,11525,ⴅ,3,226 180 133,7264,1 50 -32
10A6,4262,Ⴆ,3,225 130 166,2D06,11526,ⴆ,3,226 180 134,7264,1 50 -32
10A7,4263,Ⴇ,3,225 130 167,2D07,11527,ⴇ,3,226 180 135,7264,1 50 -32
10A8,4264,Ⴈ,3,225 130 168,2D08,11528,ⴈ,3,226 180 136,7264,1 50 -32
10A9,4265,Ⴉ,3,225 130 169,2D09,11529,ⴉ,3,226 180 137,7264,1 50 -32
10AA,4266,Ⴊ,3,225 130 170,2D0A,11530,ⴊ,3,226 180 138,7264,1 50 -32
10AB,4267,Ⴋ,3,225 130 171,2D0B,11531,ⴋ,3,226 180 139,7264,1 50 -32
10AC,4268,Ⴌ,3,225 130 172,2D0C,11532,ⴌ,3,226 180 140,7264,1 50 -32
10AD,4269,Ⴍ,3,225 130 173,2D0D,11533,ⴍ,3,226 180 141,7264,1 50 -32
10AE,4270,Ⴎ,3,225 130 174,2D0E,11534,ⴎ,3,226 180 142,7264,1 50 -32
10AF,4271,Ⴏ,3,225 130 175,2D0F,11535,ⴏ,3,226 180 143,7264,1 50 -32
10B0,4272,Ⴐ,3,225 130 176,2D10,11536,ⴐ,3,226 180 144,7264,1 50 -32
10B1,4273,Ⴑ,3,225 130 177,2D11,11537,ⴑ,3,226 180 145,7264,1 50 -32
10B2,4274,Ⴒ,3,225 130 178,2D12,11538,ⴒ,3,226 180 146,7264,1 50 -32
10B3,4275,Ⴓ,3,225 130 179,2D13,11539,ⴓ,3,226 180 147,7264,1 50 -32
10B4,4276,Ⴔ,3,225 130 180,2D14,11540,ⴔ,3,226 180 148,7264,1 50 -32
10B5,4277,Ⴕ,3,225 130 181,2D15,11541,ⴕ,3,226 180 149,7264,1 50 -32
10B6,4278,Ⴖ,3,225 130 182,2D16,11542,ⴖ,3,226 180 150,7264,1 50 -32
10B7,4279,Ⴗ,3,225 130 183,2D17,11543,ⴗ,3,226 180 151,7264,1 50 -32
10B8,4280,Ⴘ,3,225 130 184,2D18,11544,ⴘ,3,226 180 152,7264,1 50 -32
10B9,4281,Ⴙ,3,225 130 185,2D19,11545,ⴙ,3,226 180 153,7264,1 50 -32
10BA,4282,Ⴚ,3,225 130 186,2D1A,11546,ⴚ,3,226 180 154,7264,1 50 -32
10BB,4283,Ⴛ,3,225 130 187,2D1B,11547,ⴛ,3,226 180 155,7264,1 50 -32
10BC,4284,Ⴜ,3,225 130 188,2D1C,11548,ⴜ,3,226 180 156,7264,1 50 -32
10BD,4285,Ⴝ,3,225 130 189,2D1D,11549,ⴝ,3,226 180 157,7264,1 50 -32
10BE,4286,Ⴞ,3,225 130 190,2D1E,11550,ⴞ,3,226 180 158,7264,1 50 -32
10BF,4287,Ⴟ,3,225 130 191,2D1F,11551,ⴟ,3,226 180 159,7264,1 50 -32
10C0,4288,Ⴠ,3,225 131 128,2D20,11552,ⴠ,3,226 180 160,7264,1 49 32
10C1,4289,Ⴡ,3,225 131 129,2D21,11553,ⴡ,3,226 180 161,7264,1 49 32
10C2,4290,Ⴢ,3,225 131 130,2D22,11554,ⴢ,3,226 180 162,7264,1 49 32
10C3,4291,Ⴣ,3,225 131 131,2D23,11555,ⴣ,3,226 180 163,7264,1 49 32
10C4,4292,Ⴤ,3,225 131 132,2D24,11556,ⴤ,3,226 180 164,7264,1 49 32
10C5,4293,Ⴥ,3,225 131 133,2D25,11557,ⴥ,3,226 180 165,7264,1 49 32
10C7,4295,Ⴧ,3,225 131 135,2D27,11559,ⴧ,3,226 180 167,7264,1 49 32
10CD,4301,Ⴭ,3,225 131 141,2D2D,11565,ⴭ,3,226 180 173,7264,1 49 32
13A0,5024,Ꭰ,3,225 142 160,AB70,43888,ꭰ,3,234 173 176,38864,9 31 16
13A1,5025,Ꭱ,3,225 142 161,AB71,43889,ꭱ,3,234 173 177,38864,9 31 16
13A2,5026,Ꭲ,3,225 142 162,AB72,43890,ꭲ,3,234 173 178,38864,9 31 16
13A3,5027,Ꭳ,3,225 142 163,AB73,43891,ꭳ,3,234 173 179,38864,9 31 16
13A4,5028,Ꭴ,3,225 142 164,AB74,43892,ꭴ,3,234 173 180,38864,9 31 16
13A5,5029,Ꭵ,3,225 142 165,AB75,43893,ꭵ,3,234 173 181,38864,9 31 16
13A6,5030,Ꭶ,3,225 142 166,AB76,43894,ꭶ,3,234 173 182,38864,9 31 16
13A7,5031,Ꭷ,3,225 142 167,AB77,43895,ꭷ,3,234 173 183,38864,9 31 16
13A8,5032,Ꭸ,3,225 142 168,AB78,43896,ꭸ,3,234 173 184,38864,9 31 16
13A9,5033,Ꭹ,3,225 142 169,AB79,43897,ꭹ,3,234 173 185,38864,9 31 16
13AA,5034,Ꭺ,3,225 142 170,AB7A,43898,ꭺ,3,234 173 186,38864,9 31 16
13AB,5035,Ꭻ,3,225 142 171,AB7B,43899,ꭻ,3,234 173 187,38864,9 31 16
13AC,5036,Ꭼ,3,225 142 172,AB7C,43900,ꭼ,3,234 173 188,38864,9 31 16
13AD,5037,Ꭽ,3,225 142 173,AB7D,43901,ꭽ,3,234 173 189,38864,9 31 16
13AE,5038,Ꭾ,3,225 142 174,AB7E,43902,ꭾ,3,234 173 190,38864,9 31 16
13AF,5039,Ꭿ,3,225 142 175,AB7F,43903,ꭿ,3,234 173 191,38864,9 31 16
13B0,5040,Ꮀ,3,225 142 176,AB80,43904,ꮀ,3,234 174 128,38864,9 32 -48
13B1,5041,Ꮁ,3,225 142 177,AB81,43905,ꮁ,3,234 174 129,38864,9 32 -48
13B2,5042,Ꮂ,3,225 142 178,AB82,43906,ꮂ,3,234 174 130,38864,9 32 -48
13B3,5043,Ꮃ,3,225 142 179,AB83,43907,ꮃ,3,234 174 131,38864,9 32 -48
13B4,5044,Ꮄ,3,225 142 180,AB84,43908,ꮄ,3,234 174 132,38864,9 32 -48
13B5,5045,Ꮅ,3,225 142 181,AB85,43909,ꮅ,3,234 174 133,38864,9 32 -48
13B6,5046,Ꮆ,3,225 142 182,AB86,43910,ꮆ,3,234 174 134,38864,9 32 -48
13B7,5047,Ꮇ,3,225 142 183,AB87,43911,ꮇ,3,234 174 135,38864,9 32 -48
13B8,5048,Ꮈ,3,225 142 184,AB88,43912,ꮈ,3,234 174 136,38864,9 32 -48
13B9,5049,Ꮉ,3,225 142 185,AB89,43913,ꮉ,3,234 174 137,38864,9 32 -48
13BA,5050,Ꮊ,3,225 142 186,AB8A,43914,ꮊ,3,234 174 138,38864,9 32 -48
13BB,5051,Ꮋ,3,225 142 187,AB8B,43915,ꮋ,3,234 174 139,38864,9 32 -48
13BC,5052,Ꮌ,3,225 142 188,AB8C,43916,ꮌ,3,234 174 140,38864,9 32 -48
13BD,5053,Ꮍ,3,225 142 189,AB8D,43917,ꮍ,3,234 174 141,38864,9 32 -48
13BE,5054,Ꮎ,3,225 142 190,AB8E,43918,ꮎ,3,234 174 142,38864,9 32 -48
13BF,5055,Ꮏ,3,225 142 191,AB8F,43919,ꮏ,3,234 174 143,38864,9 32 -48
13C0,5056,Ꮐ,3,225 143 128,AB90,43920,ꮐ,3,234 174 144,38864,9 31 16
13C1,5057,Ꮑ,3,225 143 129,AB91,43921,ꮑ,3,234 174 145,38864,9 31 16
13C2,5058,Ꮒ,3,225 143 130,AB92,43922,ꮒ,3,234 174 146,38864,9 31 16
13C3,5059,Ꮓ,3,225 143 131,AB93,43923,ꮓ,3,234 174 147,38864,9 31 16
13C4,5060,Ꮔ,3,225 143 132,AB94,43924,ꮔ,3,234 174 148,38864,9 31 16
13C5,5061,Ꮕ,3,225 143 133,AB95,43925,ꮕ,3,234 174 149,38864,9 31 16
13C6,5062,Ꮖ,3,225 143 134,AB96,43926,ꮖ,3,234 174 150,38864,9 31 16
13C7,5063,Ꮗ,3,225 143 135,AB97,43927,ꮗ,3,234 174 151,38864,9 31 16
13C8,5064,Ꮘ,3,225 143 136,AB98,43928,ꮘ,3,234 174 152,38864,9 31 16
13C9,5065,Ꮙ,3,225 143 137,AB99,43929,ꮙ,3,234 174 153,38864,9 31 16
13CA,5066,Ꮚ,3,225 143 138,AB9A,43930,ꮚ,3,234 174 154,38864,9 31 16
13CB,5067,Ꮛ,3,225 143 139,AB9B,43931,ꮛ,3,234 174 155,38864,9 31 16
13CC,5068,Ꮜ,3,225 143 140,AB9C,43932,ꮜ,3,234 174 156,38864,9 31 16
13CD,5069,Ꮝ,3,225 143 141,AB9D,43933,ꮝ,3,234 174 157,38864,9 31 16
13CE,5070,Ꮞ,3,225 143 142,AB9E,43934,ꮞ,3,234 174 158,38864,9 31 16
13CF,5071,Ꮟ,3,225 143 143,AB9F,43935,ꮟ,3,234 174 159,38864,9 31 16
13D0,5072,Ꮠ,3,225 143 144,ABA0,43936,ꮠ,3,234 174 160,38864,9 31 16
13D1,5073,Ꮡ,3,225 143 145,ABA1,43937,ꮡ,3,234 174 161,38864,9 31 16
13D2,5074,Ꮢ,3,225 143 146,ABA2,43938,ꮢ,3,234 174 162,38864,9 31 16
13D3,5075,Ꮣ,3,225 143 147,ABA3,43939,ꮣ,3,234 174 163,38864,9 31 16
13D4,5076,Ꮤ,3,225 143 148,ABA4,43940,ꮤ,3,234 174 164,38864,9 31 16
13D5,5077,Ꮥ,3,225 143 149,ABA5,43941,ꮥ,3,234 174 165,38864,9 31 16
13D6,5078,Ꮦ,3,225 143 150,ABA6,43942,ꮦ,3,234 174 166,38864,9 31 16
13D7,5079,Ꮧ,3,225 143 151,ABA7,43943,ꮧ,3,234 174 167,38864,9 31 16
13D8,5080,Ꮨ,3,225 143 152,ABA8,43944,ꮨ,3,234 174 168,38864,9 31 16
13D9,5081,Ꮩ,3,225 143 153,ABA9,43945,ꮩ,3,234 174 169,38864,9 31 16
13DA,5082,Ꮪ,3,225 143 154,ABAA,43946,ꮪ,3,234 174 170,38864,9 31 16
13DB,5083,Ꮫ,3,225 143 155,ABAB,43947,ꮫ,3,234 174 171,38864,9 31 16
13DC,5084,Ꮬ,3,225 143 156,ABAC,43948,ꮬ,3,234 174 172,38864,9 31 16
13DD,5085,Ꮭ,3,225 143 157,ABAD,43949,ꮭ,3,234 174 173,38864,9 31 16
13DE,5086,Ꮮ,3,225 143 158,ABAE,43950,ꮮ,3,234 174 174,38864,9 31 16
13DF,5087,Ꮯ,3,225 143 159,ABAF,43951,ꮯ,3,234 174 175,38864,9 31 16
13E0,5088,Ꮰ,3,225 143 160,ABB0,43952,ꮰ,3,234 174 176,38864,9 31 16
13E1,5089,Ꮱ,3,225 143 161,ABB1,43953,ꮱ,3,234 174 177,38864,9 31 16
13E2,5090,Ꮲ,3,225 143 162,ABB2,43954,ꮲ,3,234 174 178,38864,9 31 16
13E3,5091,Ꮳ,3,225 143 163,ABB3,43955,ꮳ,3,234 174 179,38864,9 31 16
13E4,5092,Ꮴ,3,225 143 164,ABB4,43956,ꮴ,3,234 174 180,38864,9 31 16
13E5,5093,Ꮵ,3,225 143 165,ABB5,43957,ꮵ,3,234 174 181,38864,9 31 16
13E6,5094,Ꮶ,3,225 143 166,ABB6,43958,ꮶ,3,234 174 182,38864,9 31 16
13E7,5095,Ꮷ,3,225 143 167,ABB7,43959,ꮷ,3,234 174 183,38864,9 31 16
13E8,5096,Ꮸ,3,225 143 168,ABB8,43960,ꮸ,3,234 174 184,38864,9 31 16
13E9,5097,Ꮹ,3,225 143 169,ABB9,43961,ꮹ,3,234 174 185,38864,9 31 16
13EA,5098,Ꮺ,3,225 143 170,ABBA,43962,ꮺ,3,234 174 186,38864,9 31 16
13EB,5099,Ꮻ,3,225 143 171,ABBB,43963,ꮻ,3,234 174 187,38864,9 31 16
13EC,5100,Ꮼ,3,225 143 172,ABBC,43964,ꮼ,3,234 174 188,38864,9 31 16
13ED,5101,Ꮽ,3,225 143 173,ABBD,43965,ꮽ,3,234 174 189,38864,9 31 16
13EE,5102,Ꮾ,3,225 143 174,ABBE,43966,ꮾ,3,234 174 190,38864,9 31 16
13EF,5103,Ꮿ,3,225 143 175,ABBF,43967,ꮿ,3,234 174 191,38864,9 31 16
13F0,5104,Ᏸ,3,225 143 176,13F8,5112,ᏸ,3,225 143 184,8,0 0 8
13F1,5105,Ᏹ,3,225 143 177,13F9,5113,ᏹ,3,225 143 185,8,0 0 8
13F2,5106,Ᏺ,3,225 143 178,13FA,5114,ᏺ,3,225 143 186,8,0 0 8
13F3,5107,Ᏻ,3,225 143 179,13FB,5115,ᏻ,3,225 143 187,8,0 0 8
13F4,5108,Ᏼ,3,225 143 180,13FC,5116,ᏼ,3,225 143 188,8,0 0 8
13F5,5109,Ᏽ,3,225 143 181,13FD,5117,ᏽ,3,225 143 189,8,0 0 8
1C90,7312,Ა,3,225 178 144,10D0,4304,ა,3,225 131 144,-3008,0 -47 0
1C91,7313,Ბ,3,225 178 145,10D1,4305,ბ,3,225 131 145,-3008,0 -47 0
1C92,7314,Გ,3,225 178 146,10D2,4306,გ,3,225 131 146,-3008,0 -47 0
1C93,7315,Დ,3,225 178 147,10D3,4307,დ,3,225 131 147,-3008,0 -47 0
1C94,7316,Ე,3,225 178 148,10D4,4308,ე,3,225 131 148,-3008,0 -47 0
1C95,7317,Ვ,3,225 178 149,10D5,4309,ვ,3,225 131 149,-3008,0 -47 0
1C96,7318,Ზ,3,225 178 150,10D6,4310,ზ,3,225 131 150,-3008,0 -47 0
1C97,7319,Თ,3,225 178 151,10D7,4311,თ,3,225 131 151,-3008,0 -47 0
1C98,7320,Ი,3,225 178 152,10D8,4312,ი,3,225 131 152,-3008,0 -47 0
1C99,7321,Კ,3,225 178 153,10D9,4313,კ,3,225 131 153,-3008,0 -47 0
1C9A,7322,Ლ,3,225 178 154,10DA,4314,ლ,3,225 131 154,-3008,0 -47 0
1C9B,7323,Მ,3,225 178 155,10DB,4315,მ,3,225 131 155,-3008,0 -47 0
1C9C,7324,Ნ,3,225 178 156,10DC,4316,ნ,3,225 131 156,-3008,0 -47 0
1C9D,7325,Ო,3,225 178 157,10DD,4317,ო,3,225 131 157,-3008,0 -47 0
1C9E,7326,Პ,3,225 178 158,10DE,4318,პ,3,225 131 158,-3008,0 -47 0
1C9F,7327,Ჟ,3,225 178 159,10DF,4319,ჟ,3,225 131 159,-3008,0 -47 0
1CA0,7328,Რ,3,225 178 160,10E0,4320,რ,3,225 131 160,-3008,0 -47 0
1CA1,7329,Ს,3,225 178 161,10E1,4321,ს,3,225 131 161,-3008,0 -47 0
1CA2,7330,Ტ,3,225 178 162,10E2,4322,ტ,3,225 131 162,-3008,0 -47 0
1CA3,7331,Უ,3,225 178 163,10E3,4323,უ,3,225 131 163,-3008,0 -47 0
1CA4,7332,Ფ,3,225 178 164,10E4,4324,ფ,3,225 131 164,-3008,0 -47 0
1CA5,7333,Ქ,3,225 178 165,10E5,4325,ქ,3,225 131 165,-3008,0 -47 0
1CA6,7334,Ღ,3,225 178 166,10E6,4326,ღ,3,225 131 166,-3008,0 -47 0
1CA7,7335,Ყ,3,225 178 167,10E7,4327,ყ,3,225 131 167,-3008,0 -47 0
1CA8,7336,Შ,3,225 178 168,10E8,4328,შ,3,225 131 168,-3008,0 -47 0
1CA9,7337,Ჩ,3,225 178 169,10E9,4329,ჩ,3,225 131 169,-3008,0 -47 0
1CAA,7338,Ც,3,225 178 170,10EA,4330,ც,3,225 131 170,-3008,0 -47 0
1CAB,7339,Ძ,3,225 178 171,10EB,4331,ძ,3,225 131 171,-3008,0 -47 0
1CAC,7340,Წ,3,225 178 172,10EC,4332,წ,3,225 131 172,-3008,0 -47 0
1CAD,7341,Ჭ,3,225 178 173,10ED,4333,ჭ,3,225 131 173,-3008,0 -47 0
1CAE,7342,Ხ,3,225 178 174,10EE,4334,ხ,3,225 131 174,-3008,0 -47 0
1CAF,7343,Ჯ,3,225 178 175,10EF,4335,ჯ,3,225 131 175,-3008,0 -47 0
1CB0,7344,Ჰ,3,225 178 176,10F0,4336,ჰ,3,225 131 176,-3008,0 -47 0
1CB1,7345,Ჱ,3,225 178 177,10F1,4337,ჱ,3,225 131 177,-3008,0 -47 0
1CB2,7346,Ჲ,3,225 178 178,10F2,4338,ჲ,3,225 131 178,-3008,0 -47 0
1CB3,7347,Ჳ,3,225 178 179,10F3,4339,ჳ,3,225 131 179,-3008,0 -47 0
1CB4,7348,Ჴ,3,225 178 180,10F4,4340,ჴ,3,225 131 180,-3008,0 -47 0
1CB5,7349,Ჵ,3,225 178 181,10F5,4341,ჵ,3,225 131 181,-3008,0 -47 0
1CB6,7350,Ჶ,3,225 178 182,10F6,4342,ჶ,3,225 131 182,-3008,0 -47 0
1CB7,7351,Ჷ,3,225 178 183,10F7,4343,ჷ,3,225 131 183,-3008,0 -47 0
1CB8,7352,Ჸ,3,225 178 184,10F8,4344,ჸ,3,225 131 184,-3008,0 -47 0
1CB9,7353,Ჹ,3,225 178 185,10F9,4345,ჹ,3,225 131 185,-3008,0 -47 0
1CBA,7354,Ჺ,3,225 178 186,10FA,4346,ჺ,3,225 131 186,-3008,0 -47 0
1CBD,7357,Ჽ,3,225 178 189,10FD,4349,ჽ,3,225 131 189,-3008,0 -47 0
1CBE,7358,Ჾ,3,225 178 190,10FE,4350,ჾ,3,225 131 190,-3008,0 -47 0
1CBF,7359,Ჿ,3,225 178 191,10FF,4351,ჿ,3,225 131 191,-3008,0 -47 0
1E00,7680,Ḁ,3,225 184 128,1E01,7681,ḁ,3,225 184 129,1,0 0 1
1E02,7682,Ḃ,3,225 184 130,1E03,7683,ḃ,3,225 184 131,1,0 0 1
1E04,7684,Ḅ,3,225 184 132,1E05,7685,ḅ,3,225 184 133,1,0 0 1
1E06,7686,Ḇ,3,225 184 134,1E07,7687,ḇ,3,225 184 135,1,0 0 1
1E08,7688,Ḉ,3,225 184 136,1E09,7689,ḉ,3,225 184 137,1,0 0 1
1E0A,7690,Ḋ,3,225 184 138,1E0B,7691,ḋ,3,225 184 139,1,0 0 1
1E0C,7692,Ḍ,3,225 184 140,1E0D,7693,ḍ,3,225 184 141,1,0 0 1
1E0E,7694,Ḏ,3,225 184 142,1E0F,7695,ḏ,3,225 184 143,1,0 0 1
1E10,7696,Ḑ,3,225 184 144,1E11,7697,ḑ,3,225 184 145,1,0 0 1
1E12,7698,Ḓ,3,225 184 146,1E13,7699,ḓ,3,225 184 147,1,0 0 1
1E14,7700,Ḕ,3,225 184 148,1E15,7701,ḕ,3,225 184 149,1,0 0 1
1E16,7702,Ḗ,3,225 184 150,1E17,7703,ḗ,3,225 184 151,1,0 0 1
1E18,7704,Ḙ,3,225 184 152,1E19,7705,ḙ,3,225 184 153,1,0 0 1
1E1A,7706,Ḛ,3,225 184 154,1E1B,7707,ḛ,3,225 184 155,1,0 0 1
1E1C,7708,Ḝ,3,225 184 156,1E1D,7709,ḝ,3,225 184 157,1,0 0 1
1E1E,7710,Ḟ,3,225 184 158,1E1F,7711,ḟ,3,225 184 159,1,0 0 1
1E20,7712,Ḡ,3,225 184 160,1E21,7713,ḡ,3,225 184 161,1,0 0 1
1E22,7714,Ḣ,3,225 184 162,1E23,7715,ḣ,3,225 184 163,1,0 0 1
